機構名稱,縣市,行政區,地址全址,特約服務項目,機構電話,電子郵件,機構負責人姓名
臺北市大安區臺北龍雲社區發展協會,臺北市,大安區,臺北市大安區龍雲里大安路二段160巷24號及復興南路二段151巷43號,巷弄長照站,02-2754-7302,longyun027@gmail.com,黃廣明
社團法人台灣厝邊有愛關懷協會台北和平據點,臺北市,大安區,臺北市大安區龍安里和平東路一段183巷9號,巷弄長照站,00-23636356,lo1119@ms53.hinet.net,鄭忠仁
社團法人中華民國香柏樹長者社區關懷協會台大據點,臺北市,大安區,臺北市大安區大學里新生南路3段86號4、9樓(真理堂),巷弄長照站,02-23632096#121,kunlin65@gmail.com,楊寧亞
財團法人政慧發展社會福利慈善事業基金會,臺北市,中山區,臺北市中山區朱園里南京東路二段160號7樓,巷弄長照站,25172068,chenghui3017@gmail.com,曾瓊慧
財團法人味全文化教育基金會,臺北市,中山區,臺北市中山區中央里松江路125號4樓,巷弄長照站,910080465,weichuan125@gmail.com,張景涵
臺北市中山區大直社區發展協會(第二區民活動中心),臺北市,中山區,臺北市中山區大直里大直街1號4樓,巷弄長照站,02-25329522,tachih70@yahoo.com.tw,戴思亭
臺北市敬老協會,臺北市,中山區,臺北市中山區中原里新生北路2段41巷7號1樓,巷弄長照站,225819955,hsuchaplon@pchome.com.tw,陳石林
社團法人寧祈全人健康生命關懷協會,臺北市,中山區,臺北市中山區中山里中山北路2段 59 巷 21 號2樓,巷弄長照站,(02)25433535#2770,ningchiorg@gmail.com,張德謙
臺北市樂齡發展協會(中山區朱園里),臺北市,中山區,臺北市中山區朱園里松江路45巷43號1樓,巷弄長照站,02-25083440,kgy3071688@yah00.com.tw,孫合興
社團法人台灣厝邊有愛關懷協會榮星教會,臺北市,中山區,臺北市中山區正守里新生北路一段82號B1,巷弄長照站,02-23635546,lo1119@ms53.hinet.net,鄭忠仁
財團法人台北市台北中華基督教會(公理堂),臺北市,中山區,臺北市中山區康樂里中山北路2段45巷39號,巷弄長照站,02-25118021,tccc.ppt@gmail.com,吳學輝
財團法人新北市基督教新希望教會(中山五常),臺北市,中山區,臺北市中山區下埤里龍江路377巷20號1樓,巷弄長照站,982985298,rebecca401010@gmail.com,林淑萍
財團法人中華基督教廈門街浸信會,臺北市,中正區,臺北市中正區螢圃里15鄰廈門街81巷20號,巷弄長照站,2368-7582#211,tammylee99@gmail.com,柯德仁
社團法人台灣基督教展翔天地全人發展協會(展翔據點),臺北市,中正區,臺北市中正區文盛里汀州路3段127號1樓,巷弄長照站,927304899,aa0927304899@yahoo.com.tw,封雅頌
臺北市中正區新林興社區發展協會,臺北市,中正區,臺北市中正區林興里汀州路三段27巷16號,巷弄長照站,933213180,wy5411u70@yahoo.com.tw,吳四海
台灣旺齡協會,臺北市,中正區,臺北市中正區頂東里羅斯福路3段84巷13號1樓,巷弄長照站,934064264,wonderfulgreen2016@gmail.com,張宏庠
財團法人臺北市松年長春社會福利基金會(中正),臺北市,中正區,臺北市中正區南福里羅斯福路1段94、96號11樓(中央教會),巷弄長照站,02-25000261,pine003@twdc.org.tw,王淑惠
財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂(古亭靈糧福音中心),臺北市,中正區,臺北市中正區永功里三元街198號1樓,巷弄長照站,02-23396540,vinclynn@hotmail.com,曾國生
社團法人臺北市臻佶祥社會服務協會,臺北市,中正區,臺北市中正區忠勤里中華路2段315巷16、18號,巷弄長照站,02-23036281,tsc1168@yahoo.com.tw,方荷生
財團法人環宇國際文化教育基金會古亭據點,臺北市,萬華區,臺北市萬華區錦德里寶興街136號1樓,巷弄長照站,(02)2364-1334,gutingfamily@icef.org.tw,林景德
臺北市內湖紳士協會,臺北市,內湖區,臺北市內湖區港墘里內湖路1段552號,巷弄長照站,0918-819089,sum3919@hotmail.com,連德盛
財團法人台灣基督教恩惠福音會,臺北市,內湖區,臺北市內湖區港墘里內湖路1段608號,巷弄長照站,02-27971000,cke25@hotmail.com,蔡錫安
臺北市麗山社區關懷協會,臺北市,內湖區,臺北市內湖區港都里麗山街348巷22號1-2樓及24號2樓,巷弄長照站,26270443#20,t98765432135@yahoo.com.tw,王清瑩
臺北市內湖區紫雲社區發展協會,臺北市,內湖區,臺北市內湖區紫雲里康寧路一段190號,巷弄長照站,2791-3337,gbzihyun@gmail.com,夏亦芳
台北市內湖永續發展協會,臺北市,內湖區,臺北市內湖區金龍里金龍路 67 巷 7 號,巷弄長照站,02-27908099,tnhsda@gmail.com,鄭允強
財團法人福智慈善基金會(東湖教室),臺北市,內湖區,臺北市內湖區五分里東湖路106巷2號、6號、8號,巷弄長照站,02-26335547,john4721@ymail.com,賴錫源
財團法人基督教中國佈道會,臺北市,內湖區,臺北市內湖區康寧里康寧路3段99巷39弄66號,巷弄長照站,02-26320867,wengjiaen@gmail.com,陳天鳴
財團法人基督教救世軍,臺北市,內湖區,臺北市內湖區西湖里內湖路一段285巷63弄7號,巷弄長照站,02-27990098,chiehtsi@hotmail.com,李光秋
(臺北市C+)中華民國天使之家全人關懷協會,臺北市,內湖區,臺北市內湖區湖興里成功路2段242號1樓,巷弄長照站,02-27909454,honest0716@gmail.com,林榮任
臺北市內湖區清白社區發展協會,臺北市,內湖區,臺北市內湖區清白里星雲街168巷29號&清白區民活動中心(星雲街168巷29號),巷弄長照站,02-27909195,g066700@gmail.com,陳文中
財團法人基督教台灣信義會(內湖思恩堂),臺北市,內湖區,臺北市內湖區紫星里康寧路一段62號,巷弄長照站,936649973,aa0936649973@gmail.com,吳英賓
台北市文山區萬和社區發展協會,臺北市,文山區,臺北市文山區萬和里汀州路4段215號1樓,巷弄長照站,02-2931-0147,bs-011@mail.taipei.gov.tw,吳祚榮
臺北市文山區忠順社區發展協會,臺北市,文山區,臺北市文山區忠順里興隆路4段145巷30號,巷弄長照站,2939-9569,chung.s30@msa.hinet.net,曾寧旖
社團法人台北市文山區明興社區發展協會,臺北市,文山區,臺北市文山區明興里木柵路二段109巷25弄6號,巷弄長照站,2234-0391,jmian430@gmail.com,鄢健民
臺北市文山區德芳社區發展協會,臺北市,文山區,臺北市文山區興邦里興隆路二段153巷6弄5號1樓,巷弄長照站,952572176,hsucc29355706@gmail.com,陳啟志
財團法人利伯他茲教育基金會(木柵復活堂),臺北市,文山區,臺北市文山區木新里永安街1號,巷弄長照站,02-2939-4359,ssd@cthyh.org.tw,羅慧兒
社團法人台灣美滿家庭社區服務協會,臺北市,文山區,臺北市文山區萬興里指南路二11號,巷弄長照站,952650867,NTURCHIANG@GMAIL.COM,洪英正
社團法人中華民國沐光家園癌友關懷協會,臺北市,文山區,臺北市文山區興業里興隆路二段220巷51-1號,巷弄長照站,970028002,divine201056@gmail.com,溫鴻基
臺北市文山區順興社區發展協會,臺北市,文山區,臺北市文山區順興里興隆路4段165巷12號1、2樓,巷弄長照站,2939-5932,penny235689@hotmail.com,單連城
社團法人台北市基督教萬芳浸信會,臺北市,文山區,臺北市文山區萬芳里萬美街一段19巷五號一樓,巷弄長照站,02-22303518,20140401@mail.taipei.gov.tw,張志榮
台北市文山區景人社區發展協會,臺北市,文山區,臺北市文山區景仁里景福街5號1樓,巷弄長照站,02-2931-5839,rita12112003@yahoo.com.tw,李天柱
台北市文山區樟林社區發展協會,臺北市,文山區,臺北市文山區樟文里木新路310巷4號2樓之1,巷弄長照站,02-29369071,20140401@mail.taipei.gov.tw,邱秀玲
台北市北投區林泉社區發展協會,臺北市,北投區,臺北市北投區林泉里新民路46巷37號,巷弄長照站,953728197,jack255136@gmail.com,張中模
社團法人中華健康美好生活協會(建民),臺北市,北投區,臺北市北投區建民里文林北路80巷38弄2號,巷弄長照站,910302055,linchia7288@gmail.com,林佳蓉
臺北市北投區硫磺谷社區發展協會,臺北市,北投區,臺北市北投區文化里文化三路4、5樓,巷弄長照站,910412056,sulfulvale@gmail.com,洪正鈞
社團法人台灣愛喜樂關懷協會,臺北市,北投區,臺北市北投區裕民里明德路161號1樓,巷弄長照站,02-28224466#22,iseeloveassociation@gmail.com,黃芬宜
社團法人中華仁親社區關懷協會(北投好厝邊) ,臺北市,北投區,臺北市北投區中心里大業路721號一樓,巷弄長照站,02-28803408#2280,lily.hsu275310@yahoo.com.tw,劉群茂
臺北市北投區立群社區發展協會,臺北市,北投區,臺北市北投區立賢里尊賢街251巷18號1樓 (里民活動場所),巷弄長照站,02-28225613,jenfu5565@yahoo.com.tw,許瑛珍
社團法人臺北市長期照護發展協會,臺北市,松山區,臺北市松山區自強里三民路35巷9號1、2樓,巷弄長照站,918015617,tw.softlfie@gmail.com,羅慧文
臺北市松山區安平社區發展協會,臺北市,松山區,臺北市松山區安平里寶清街42號2樓,巷弄長照站,986038688,fredwa88@gmail.com,林沂漀
社團法人台北市銀髮族協會,臺北市,松山區,臺北市松山區安平里寶清街42號2樓,巷弄長照站,986038688,fredwa88@gmail.com,張茂楠
臺北市樂齡發展協會(松基分會),臺北市,松山區,臺北市松山區松基里民生東路三段130巷5弄20號,巷弄長照站,02-25083440,kgy3071688@yah00.com.tw,孫合興
臺北市光鹽關懷發展協會,臺北市,松山區,臺北市松山區東勢里南京東路4段107號12樓,巷弄長照站,27123242#14,julien77@cathaylife.com.tw,魯怡君
財團法人臺北市松年長春社會福利基金會,臺北市,松山區,臺北市松山區慈祐里饒河街105號,巷弄長照站,02-25851434,pine003@twdc.org.tw,王淑惠
財團法人中華基督教衛理公會恩友堂,臺北市,松山區,臺北市松山區安平里寶清街123號,巷弄長照站,02-27670760,qjjaneyu@gmail.com,林烽銓
社團法人台北市二村基石關懷協會,臺北市,松山區,臺北市松山區東榮里民生東路5段69巷2弄10、12號,巷弄長照站,02-27632002,windowcchuang@gmail.com,趙明榮
臺北市信義區安康里辦公處,臺北市,信義區,臺北市信義區安康里虎林街232巷58號,巷弄長照站,02-27273989,wan.yuheng@gmail.com,萬宇恆
社團法人台北市信義區雙和社區發展協會,臺北市,信義區,臺北市信義區雙和里吳興街284巷24弄12號,巷弄長照站,02-2738-1447,shsc1688@yahoo.com.tw,葉清意
財團法人雙福社會福利慈善事業基金會信義據點,臺北市,信義區,臺北市信義區正和里光復南路443巷9號,巷弄長照站,2392-2993分機12,yunhsuan1030tw@gmail.com,吳英賓
臺北市信義區雙春社區發展協會,臺北市,信義區,臺北市信義區長春里松山路294號2樓,巷弄長照站,02-27695123,klcg612@gmail.com,黃秀玉
財團法人中華民國大同老人福利基金會,臺北市,信義區,臺北市信義區興雅里基隆路一段155號3樓之8,巷弄長照站,27670563,ew.yvonne@gmail.com,胡貽圓
臺北市信義區松友社區發展協會,臺北市,信義區,臺北市信義區松友里信義路6段76巷2弄22號1樓,巷弄長照站,02-23466669,songyou6669@gmail.com,張海秋
社團法人台灣厝邊有愛關懷協會(永吉教會),臺北市,信義區,臺北市信義區廣居里虎林街155、157、159號,巷弄長照站,02-23635546,lo1119@ms53.hinet.net,鄭忠仁
社團法人台灣厝邊有愛關懷協會(中坡教會),臺北市,信義區,臺北市信義區中坡里大道路127-1號,巷弄長照站,02-23635546,lo1119@ms53.hinet.net,鄭忠仁
社團法人台北市銀髮族協會,臺北市,信義區,臺北市信義區中坡里中坡南路277號1樓,巷弄長照站,986038688,fredwa88@gmail.com,胡寶惠
社團法人中華基督教加倍愛全人關懷協會,臺北市,南港區,臺北市南港區中南里忠孝東路七段625巷16號,巷弄長照站,905818922,doublemile8820@gmail.com,張吳映佳
臺北市南港區鴻福社區發展協會,臺北市,南港區,臺北市南港區鴻福里成福路82號,巷弄長照站,02-27834848,mk4436@yahoo.com.tw,劉明康
臺北市後山埤文化發展協會,臺北市,南港區,臺北市南港區聯成里東新街91號,巷弄長照站,938327576,lee.tracy0404@gmail.com,劉嬑玹
臺北市南港區仁福社區發展協會,臺北市,南港區,臺北市南港區仁福里福德街373巷61號1樓,巷弄長照站,972910919,daisybobounun76@gmail.com,江俊賢
財團法人以琳基督徒中心,臺北市,南港區,臺北市南港區合成里中坡北路92號2樓,巷弄長照站,02-26511002#14,elimcetr@seed.net.tw,郭春花
臺北市南港區仁福里辦公處,臺北市,南港區,臺北市南港區仁福里福德街443號1樓,巷弄長照站,919619949,wu430420@yahoo.com.tw,吳肇輝
財團法人台灣基督傳道會復生教會,臺北市,南港區,臺北市南港區舊莊里南深路21巷18號,巷弄長照站,933871543,songlshu@gmail.com,張建文
台北市南港區南港社區發展協會,臺北市,南港區,臺北市南港區南港里新民街64號2樓,巷弄長照站,928231500,20140401@mail.taipei.gov.tw,李志錦
新富里辦公處,臺北市,南港區,臺北市南港區新富里富康街25號,巷弄長照站,02-27828495,ng_343@mail.taipei.gov.tw,許睦燦
臺北市心悅成福文化協會,臺北市,南港區,臺北市南港區成福里成福路121巷34-1號1樓,巷弄長照站,0937-914680,liaokahui8196@gmail.com,廖惠
社團法人台灣厝邊有愛關懷協會中研教會,臺北市,南港區,臺北市南港區中研里研究院路二段11巷5號,巷弄長照站,02-23636356,lo1119@ms53.hinet.net,鄭忠仁
社團法人台灣厝邊有愛關懷協會錫安教會,臺北市,南港區,臺北市南港區玉成里玉成街20號,巷弄長照站,02-23635546,lo1119@ms53.hinet.net,鄭忠仁
臺北市南港舊莊社區發展協會,臺北市,南港區,臺北市南港區舊莊里舊莊街1段91巷11號(舊莊區民活動中心),巷弄長照站,0931-518686,e0800633688@gmail.com,李麗時
臺北市南港區中研新村社區發展協會,臺北市,南港區,臺北市南港區中研里研究院路2段70巷47弄4號1樓,巷弄長照站,986028209,holywa168@gmail.com,林志隆
臺北市南港區久如社區發展協會,臺北市,南港區,臺北市南港區九如里研究院路2段208號1樓,巷弄長照站,2651-6600,7823828@gmail.com,陳碧玉
社團法人中華民國我願意全人關懷協會,臺北市,南港區,臺北市南港區萬福里東新街64巷7、11、13號,巷弄長照站,920131347,jp70916@gmail.com,廖棣瓏
臺北市南港區好厝邊社區發展協會,臺北市,南港區,臺北市南港區中研里研究院路2段70巷12號2樓（中研區民活動中心）,巷弄長照站,02-27827592,amyamy4891@gmail.com,張永霖
臺北市萬華區萬大社區發展協會,臺北市,萬華區,臺北市萬華區壽德里萬大路329巷25號1樓(里民活動場所)台北市壽德里萬大路329巷27弄4號1樓(協會新增活動場所)台北市萬大路411號2樓(萬青區民活動中心),巷弄長照站,02-23090713,linche39@kimo.com,蔡素麗
